Title,Location,Rooms,Size,Floor,Series,Price
Izīrē mājīgu un siltu 2 istabu daļēji mēbelētu dzīvokli Āgenskal,ĀgenskalnsKristapa 16b,2,44,4/5,Hrušč.,450  €/mēn.
"Piedāvājam iltermiņā īrēt pilnībā mēbelētu, ekskluzīvu 3 istabu",centrsAntonijas 16A,3,94,5/7,Jaun.,"1,400  €/mēn."
"Tiek izirēts uz ilgu laiku 3-istabu dzīvoklis Mangaļos. 
Mēbele",MangaļiViestura pr. 16,3,60,6/9,467.,240  €/mēn.
"Izīrē trīsistabu dzīvokli pēc kapitālā remonta. 

+ 2 izolētas",ImantaImantas 3a,3,66,3/5,LT proj.,350  €/mēn.
Сдается уютная квартира в тихом зеленом месте. Квартира не углов,TeikaRaunas 45,2,40,1/5,Hrušč.,350  €/mēn.
"Piedāvājam ilgtermiņa īrei brīnišķīgu dzīvokli Vecrīgā, Skārņu i",VecrīgaSkārņu 9,2,81,4/6,P. kara,700  €/mēn.
"Elegants dzīvoklis uz īri namā ""Prime Residence"". 
Ēka atrodas",VecrīgaVaļņu 4,3,168,4/6,Jaun.,"2,500  €/mēn."
"Сдам 3-комнатнаную просторную и светлую квартиру 90 кв. м. , .",centrsČaka 110,3,90,5/5,P. kara,350  €/mēn.
"Сдаётся светлая, солнечная и просторная двухкомнатная квартира в",ĀgenskalnsLiepājas 2,2,69,2/6,Jaun.,850  €/mēn.
"Kluss , silts 2 istabu dzīvoklis Teikas rajonā. 

Dzīvokļa plā",TeikaBiķernieku 4,2,55,2/2,P. kara,350  €/mēn.
"Projekts - Vīlandes Nams, fasādes māja, renovēta māja, slēgts pa",centrsVīlandes 16,2,65,4/5,Renov.,650  €/mēn.
"Rvr Smart Apartments Riga
Piedāvā īstermiņa īrei mājīgu Studio",TeikaZemgala 77,1,26,3/4,Renov.,60  €/dienā
Меблированная и полностью оборудованная квартира в центре Риги.,centrsBarona 125,2,38,2/6,P. kara,385  €/mēn.
"Lielisks 2 istabu dzīvoklis jaunā un skaistā projektā, 48 kv. m,",centrsMednieku 5,2,48,2/5,Jaun.,"1,100  €/mēn."
Mājoklis ar balkonu klusajā centrā ir izvietots fasādes ēkā ar p,centrsBaznīcas 13,3,87,5/5,P. kara,750  €/mēn.
"Gaišs un moderns 2 istabu dzīvoklis jaunā un skaistā projektā, l",centrsValdemāra 41A,2,40,4/7,Jaun.,750  €/mēn.
Īpašnieks piedāvā izīrēt omulīgu 2-istabu dzīvokli klusā lokācij,centrsCēsu 5,2,46,2/5,Specpr.,380  €/mēn.
Ilgtermiņā tiek izīrēts saulains un mājīgs divistabu dzīvoklis.,centrsGanību d. 15a,2,50,3/5,P. kara,480  €/mēn.
Ilgtermiņā tiek piedavāts liels dzīvoklis ar divām atsevišķām gu,centrsAvotu 11,3,83,4/6,P. kara,550  €/mēn.
Ilgtermiņā tiek piedavāts plašs vienistabas dzīvoklis ar virtuvi,centrsAvotu 11,1,44,5/6,P. kara,350  €/mēn.
Tiek piedāvāts mājīgs divistabu dzīvokļis jaunbūvē Daugavas Kras,ĶengaragsĶengaraga 10,2,55,5/5,Jaun.,550  €/mēn.
Сдаётся комната в 4-ех комнатной квартире в довоенном доме (на д,centrsAvotu 11,1,21,5/6,P. kara,275  €/mēn.
Tiek piedāvāts mājīgs studio tipa dzīvokļis jaunbūvē Daugavas Kr,ĶengaragsĶengaraga 10,1,32,5/5,Jaun.,400  €/mēn.
Посуточная аренда 2-х комнатной квартиры в центре спального райо,PļavniekiTīnūžu 4,2,50,6/9,602.,45  €/dienā
"Mēs esam bērnu un dzīvnieku draudzīgi. 
Īres līgums tiek reģist",centrsTērbatas 72,2,58,3/7,Jaun.,650  €/mēn.
"Mēs esam bērnu un dzīvnieku draudzīgi. 
Īres līgums tiek reģist",centrsTērbatas 72,2,41,2/7,Jaun.,550  €/mēn.
Patiesi kluss un silts dzīvoklis rāmai dzīvošanai. Izīrēju perfe,centrsVidus 11,2,86,2/5,Renov.,900  €/mēn.
"Tiek izīrēts plašs un gaišs 2-ist. dzīvoklis Centrā, renovētā ēk",centrsKalniņa 6,2,80,5/5,Renov.,750  €/mēn.
"Сдаем квартиру с 01 мая, частично с мебелью, небольшие коммуналь",TeikaPalmu 18,2,46,3/5,Hrušč.,270  €/mēn.
"Nama īpašnieks, uz ilgstošu laiku, izīrē 1istabas dzīvokli Hospi",centrsHospitāļu 34A,1,37,2/6,P. kara,340  €/mēn.
"Izīrē uz dažādiem termiņiem mājīgu dzīvokli. 

Perfekta atraša",centrsBrīvības 148,1,25,3/6,P. kara,30  €/dienā
"Tiek izīrēts dzīvoklis Vecrīgā, blakus Doma laukumam. Dzīvoklī i",VecrīgaJēkaba 2,4,75,4/6,P. kara,380  €/mēn.
Saulains divistabu dzīvoklis ar skatu uz Ģertrūdes ielu. Tālumā,centrsĢertrūdes 121A,2,35,5/6,Renov.,450  €/mēn.
"С 15.05. Сдается , на короткий срок , солнечнечная квартира. Воз",ImantaKleistu 21,2,46,3/9,602.,280  €/mēn.
Tiek izīrēts 2.istabu dzivoklis 52m2 Imantā. Vēlams ilgtermiņā.,ImantaKurzemes pr. 126,2,52,1/9,602.,350  €/mēn.
"Izīrēju 2 istabas dzīvokli uz ilgu laiku. 
Dzīvoklis labā stāvo",PurvciemsVaravīksnes g. 6,2,51,3/9,602.,280  €/mēn.
"Сдаётся на короткие сроки
Возможна почасовая аренда
Все Удобст",ImantaDammes 6,2,52,5/9,602.,29  €/dienā
"Fasādes māja, renovēta māja, ieeja no ielas, kāpņu telpa pēc kos",centrsLaboratorijas 11,1,26,4/5,P. kara,190  €/mēn.
"Fasādes māja, ieeja no ielas, kāpņu telpa pēc kosmētiskā remonta",centrsLaboratorijas 11,2,45,3/5,P. kara,270  €/mēn.
Tiek izīrēts plašs dzīvoklis pēc kapitālā remonta ar skatu uz Vē,centrsElizabetes 69,6,170,2/6,Renov.,"1,900  €/mēn."
"Blakus Kalnciema kvartālam izīrē dzīvokli, 

Visas ērtības un",ĀgenskalnsMelnsila 8,1,35,1/2,P. kara,370  €/mēn.
"Fasādes māja, vieta automašīnai, ieeja no pagalma, kāpņu telpa p",centrsPērnavas 1,3,68,4/5,Staļina,550  €/mēn.
400 евро всё включено. Сдаю 1-комнатную квартиру в частном доме.,DārzciemsPildas 51,1,50,1/3,Priv. m.,400  €/mēn.
"Izīrē skaistu 1 istabu 5 istabu dzīvoklī, Rīgas centrā netālu no",centrsMarijas 19,1,20,5/5,P. kara,180  €/mēn.
3 взрослых. Цена проживания 60 евро за одну ночь с воскресения п,centrsElizabetes 22,2,37,2/5,Renov.,60  €/dienā
2 взрослых. Цена проживания 52 евро за одну ночь с воскресения п,centrsElizabetes 22,2,32,2/5,Renov.,52  €/dienā
4 взрослых. Цена проживания 108 евро за одну ночь с воскресения,centrsElizabetes 22,2,47,3/5,Renov.,108  €/dienā
1600 euro per month + utilities 200euros. Plus 30 euro one time,centrsElizabetes 22,2,32,3/5,Renov.,"1,600  €/mēn."
Стильная и просторная квартира класса люкс на 2х персон. Ванная,centrsElizabetes 22,2,45,2/5,Renov.,85  €/dienā
2 взрослых +1 ребенок до 12 лет. Цена проживания 60 евро за одну,centrsĢertrūdes 129,2,37,4/5,Renov.,60  €/dienā
Стильная и уютная квартира на 2х персон. Ванная комната с душем.,centrsĢertrūdes 129,2,37,4/5,P. kara,50  €/dienā
"Страховой депозит 100 евро. Cleaning fee (уборка, белье/полотенц",centrsĢertrūdes 129,1,14,1/5,Renov.,35  €/dienā
"Saimnieki izīrē plašu, stilīgu 4-istabu dzīvokli ar augstiem gri",centrsBruņinieku 12,4,89,2/6,P. kara,900  €/mēn.
No 1.Jūnija Tiek izīrēts mēbelets ļoti gaišs 3-istabu dzīvoklis,centrsBrīvības 72,3,78,6/6,P. kara,500  €/mēn.
Tiek izīrēts daļēji mēbelēts divistabu dzīvoklis kārtīgiem cilvē,KatlakalnsBauskas 107,2,55,6/9,Renov.,350  €/mēn.
"Izīrē uz ilgu laiku tīru, izremontētu 3 istabu dzīvokli Juglā 3.",JuglaMalienas 64,3,60,5/5,Hrušč.,550  €/mēn.
"Mēbelēts dzīvoklis. Aprīkots ar jaunu sadzīves tehniku, santehni",ZiepniekkalnsDignājas 1a,1,42,1/4,Jaun.,370  €/mēn.
Izīrējam atsevišķu istabu kopmītnē tikai pensionāram vai invalīd,ŠķirotavaMalēju 4,1,18,3/3,Specpr.,90  €/mēn.
"Izireju dzivokli bez dzivniekiem unmaziem berniem, tiko pec eiro",ZiepniekkalnsOzolciema 24,1,43,3/10,119.,350  €/mēn.
Сдается квартира в престижном историческом центре Риги в проекте,centrsAntonijas 11,2,56,2/6,Renov.,600  €/mēn.
"Mēbelēts, augstākās kvalitātes apdare, logi uz pagalmu- gaišs, k",centrsMartas 7,3,78,4/7,Jaun.,"1,400  €/mēn."
Dzīvoklis ar privātmājas priekšrocībām un bez privātmājas pienāk,ČiekurkalnsČiekurkalna 3. šķ l. 1,1,27,2/3,Renov.,330  €/mēn.
Izīrē dzīvokli īstermiņā. Var vienoties par maksu nedēļā vai mēn,ČiekurkalnsGaujas 34,2,45,2/2,Renov.,79  €/dienā
Izīrē dzīvokli īstermiņā. Var vienoties par maksu nedēļā vai mēn,ČiekurkalnsGaujas 32,2,47,3/5,Hrušč.,70  €/dienā
Отличное местоположение. Без ремонта. Коммунальные от 40 летом д,ĀgenskalnsĀgenskalna 22a,1,28,1/5,Hrušč.,220  €/mēn.
Аренда на короткий срок. Посуточная аренда новой 2-х комнатной к,PļavniekiDzeņu 1,2,50,3/9,602.,45  €/dienā
Piedāvājam īrei skaistu studio tipa dzīvokli jaunajā centra proj,centrsMiera 103,1,30,5/5,Jaun.,450  €/mēn.
"Izīrēju uz dažādiem termiņiem mājīgu dzīvokli. 

Perfekta atra",centrsBrīvības 148,1,21,2/6,P. kara,30  €/dienā
Pieejams ilgtermiņa īrei kluss un nesen renovēts 3-istabu dzīvok,centrsDzirnavu 27,3,60,4/4,Renov.,800  €/mēn.
"Lv
Izīrē dzīvokli Rīgas centrā, Blaumaņa ielā, uz ilgāku laiku.",centrsBlaumaņa 38/40,2,61,5/6,P. kara,650  €/mēn.
Ilgtermiņa īrei - pilnībā aprīkots divistabu dzīvoklis pašā Rīga,centrsMatīsa 41A,2,46,2/5,P. kara,450  €/mēn.
Tiek izīrēta ½ mājas ar atsevišķu ieeju uz ilgāku laiku no īpašn,DārzciemsZeltiņu 23,3,55,1/1,Priv. m.,590  €/mēn.
Izīrēju 2 istabu dzīvokli ar visam ērtībam. Virtuve ar visu tehn,MežaparksEzermalas 2a,2,47,10/12,Čehu pr.,350  €/mēn.
"Īpašnieks izīrē atsevīšķu istabu 3 istabu dzīvoklī, visas ērtība",centrsArtilērijas 8,1,25,3/5,P. kara,200  €/mēn.
"Saulains, silts un mājīgs 2-istabu dzīvoklis zaļajā Torņakalnā.",TorņakalnsJelgavas 63,2,44,2/7,Jaun.,500  €/mēn.
"Fasādes māja, kapitālais remonts, 2 istabas izolētas, studio tip",centrsPumpura 5,3,62,2/6,Renov.,600  €/mēn.
"Īres cenā iekļauta autostāvvieta, kā arī noliktavas telpa un rit",centrsRūpniecības 21,2,61,5/7,Jaun.,700  €/mēn.
Piedāvāju īrei 2 istabu dzīvokli ilgtermiņā. Dzīvoklis tiek īrēt,DārzciemsLubānas 43,2,49,2/2,Staļina,300  €/mēn.
"Bez dzīvniekiem. 

Tiek izīrēts ilgtermiņā Premium klases, pla",centrsGrostonas 25,2,69,4/26,Jaun.,700  €/mēn.
"Рус. Latviski. Eng. Посуточно комфортабельные, полностью оборудо",ĀgenskalnsNomales 6,2,43,3/4,Hrušč.,38  €/dienā
Ilgtermiņā tiek izīrēts 2 istabu dzīvoklis ar privātmājas priekš,centrsLaboratorijas 6a,2,56,1/2,P. kara,550  €/mēn.
Īpašnieks izīrē renovētu un gaumīgi iekārtotu divistabu dzīvokli,centrsBlaumaņa 9a,2,50,5/6,Renov.,850  €/mēn.
"Сдаётся - на короткие сроки. 
Все Удобства. 
Свежий ремонт.",PurvciemsIlūkstes 107,3,60,7/9,467.,30  €/dienā
Ļoti mazi komunālie maksājumi. Izīrēju 1-istabas dzīvokli saimni,SarkandaugavaDuntes 48,1,26,5/3,P. kara,220  €/mēn.
Premium klases dzīvoklis ar augstākās klases apdares materiāliem,centrsVīlandes 12,3,102,4/5,P. kara,160  €/dienā
Izīrē jauni pēc kapitālā remonta pabeigti dzīvokli - pilnībā jau,SarkandaugavaDuntes 48,2,30,5/3,P. kara,350  €/mēn.
"Izīrē skaistu, plašu un saulainu dzīvokli Skolas ielā 20, renovē",centrsSkolas 20,3,130,3/5,Renov.,"1,750  €/mēn."
Piedāvājam īrei plašu un gaišu 3-istabu dzīvokli Vecrīgā blakus,centrsJēkaba 26/28,3,71,4/5,P. kara,500  €/mēn.
"Tiek izīrēts saulains un gaišs vienistabas dzīvoklis īstermiņā,",centrsKlusā 20,1,19,6/10,Renov.,29  €/dienā
"Ilgtermiņā tiek izīrēts vienistabas dzīvoklis. Tīrs, gaišs. Visa",ĀgenskalnsM. Nometņu 26,1,26,5/5,Specpr.,350  €/mēn.
Izīrējam apartamentu uz īsu laiku. Dzīvoklī viss nepieciešamais-,PļavniekiPļavnieku 6,1,34,8/9,602.,25  €/dienā
"No 1augusta, izīrē silts un saulains 2 istabu dzīvoklis ar divām",ZolitūdeRuses 3,2,59,8/9,119.,350  €/mēn.
Tiek izīrēts 1-īstabas dzīvokli ar visam erdibam. Dzīvoklī ir st,SarkandaugavaViestura pr. 120,1,30,3/3,Renov.,240  €/mēn.
Рус/lat/eng посуточно. Оплата любым удобным для вас способом (на,ImantaKleistu 205,2,45,1/1,Priv. m.,40  €/dienā
"Izīrēju mājīgu 2-istabu dzīvokli ar labā stāvoklī Rīgas centrā,",centrsZvaigžņu 24,2,35,4/6,P. kara,35  €/dienā
"Labdien . Tiek izīrēts penthaus dzīvoklis ar 2 guļamistabām, pla",Šampēteris-PleskodāleLielirbes 13,4,180,29/30,Jaun.,200  €/dienā
"Labdien . Tiek izīrēts penthaus dzīvoklis ar 2 guļamistabām, pla",Šampēteris-PleskodāleLielirbes 13,4,180,29/30,Jaun.,"1,700  €/mēn."
Klusajā centrā tiek izīrēts 2-istabu dzīvoklis ar izsmalcinātu i,centrsAntonijas 17A,2,53,6/6,Jaun.,"1,100  €/mēn."
Ilgtermiņā tiek izīrēts 3 istabu dzīvoklis Rīgas centrā Marijas,centrsMarijas 16,3,75,5/5,Specpr.,550  €/mēn.
"1 istaba 1 cilvēkam 3-istabu dzīvoklī, kur pārējās 2 istabās dzī",TeikaRemīnes 3,1,18,1/2,Priv. m.,280  €/mēn.
"Sunny completely furnished apartment ready to move in. 

The a",centrsČaka 33,1,20,5/6,Renov.,380  €/mēn.
"Izīrē 2-istabu dzīvokli ar izolētām istabām, mēbelēts. Lieliska",ĀgenskalnsGrīna bulv. 9,2,48,1/5,Hrušč.,400  €/mēn.
"No 12. maija tiek izīrēts plašs dzīvoklis Rīgas centrā. 

Dzīv",centrsČaka 44,4,138,5/5,P. kara,780  €/mēn.
"Сдаётся двухкомнатная в Старой Риге. После ремонта, со всей необ",VecrīgaVecpilsētas 12,2,23,3/5,Renov.,490  €/mēn.
"Lielisks dzīvoklis ar svaigu remontu, kvalitatīvu sadzīves tehni",ĶengaragsKrustpils 115A,1,36,4/4,Hrušč.,239  €/mēn.
"Iznomā dzīvokli ilgtermiņa īrei. 

Dzīvoklis ir pilnībā aprīko",centrsBrīvības 129,2,50,1/6,P. kara,450  €/mēn.
"Сдаётся студия в Старой Риге. Есть кондиционер, после ремонта, с",VecrīgaVecpilsētas 12,1,19,2/5,Renov.,450  €/mēn.
"Владелец сдаёт квартиру. Квартира после ремонта, с новой технико",ĀgenskalnsKristapa 10,1,13,4/4,M. ģim.,220  €/mēn.
Īstermiņa īrei piedāvāts gaumīgs un plašs 2 istabu dzīvoklis Rīg,centrsBarona 94,2,48,4/5,P. kara,650  €/mēn.
На короткий срок квартира-студия. Имеется все необходимое для пр,PurvciemsIeriķu 58,1,43,9/9,Specpr.,30  €/dienā
From 10th June is free spacious apartment in Riga center. The be,centrsBrīvības 72,2,75,1/5,P. kara,800  €/mēn.
Izīrējam ilgtermiņā divistabu dzīvokli Purvciemā zaļā apkārtnē k,PurvciemsŽagatu 24,2,46,3/5,LT proj.,350  €/mēn.
"Uz dažām stundām-lētāk. Brīvdienās, svētkos cena var mainīties.",centrsTomsona 23,1,30,3/5,Hrušč.,30  €/dienā
Pašā Pļavnieku centrā piedāvā izīrēšanai mājīgo un pozitīvo 2. i,PļavniekiRudens 8,2,51,1/9,602.,300  €/mēn.
Īpašnieks izīrē 2 istabu dzīvokli jaunajā energoefektīvajā Merks,centrsPededzes 3,2,53,1/5,Jaun.,620  €/mēn.
"В самом длинном доме Латвии сдаётся по дням: солнечная, по-домаш",ZiepniekkalnsOzolciema 18,1,50,3/9,119.,39  €/dienā
Īpašnieks izīrē vienistabu dzīvokli atbildīgiem un maksātspējīgi,ĶengaragsMaskavas 297,1,36,10/12,Specpr.,250  €/mēn.
"Izīrēju/pārdodu siltu, gaišu trīsistabu dzīvokli, tikko pēc kapi",ĀgenskalnsElvīras 12,3,60,1/1,Specpr.,550  €/mēn.
У вас есть возможность стать первыми жильцами в совершенно новой,PurvciemsDzelzavas 106,2,42,3/7,Jaun.,550  €/mēn.
"Rīgas centrā, kas tik dinamiski attīstās, Valmieras un Narvas ie",centrsValmieras 28,1,29,1/5,Renov.,425  €/mēn.
"5 personu apartmenti ar Wi-fi, diviem smart TV 55 un 65 collas,",centrsĢertrūdes 61A,2,50,3/3,Jaun.,39  €/dienā
Сдаётся двухкомнатная квартира на длительный срок. Частично меби,TeikaBērzpils 1,2,46,4/5,Specpr.,275  €/mēn.
Bez starpniekiem un bez komisijas maksas no 2024.gada 1.jūlija i,TeikaRaunas 19/1,1,39,4/5,103.,300  €/mēn.
Izīrē mājīgu labiekārtotu un pilnībā mēbelētu dzīvokli. Pārdomāt,centrsPulkv. Brieža 7,4,107,5/6,P. kara,"1,000  €/mēn."
Izīrēju divistabu dzīvokli ar malkas apkuri. mebelets visas ērtī,SarkandaugavaZiemeļu 17,2,50,3/4,P. kara,260  €/mēn.
Vasarīgais un mājīgais 2 istabu dzīvoklis Rūdolfa ielā tiek izīr,GrīziņkalnsRūdolfa 1,2,42,2/5,Renov.,35  €/dienā
"Izīrē jaunajā projektā komfortablu, kompaktu un ļoti mājīgu 1 is",centrsMatīsa 46,1,18,5/5,Jaun.,30  €/dienā
"Izīrē jaunu 2istabu Studio dzīvokli Allažu ielā 5, Rīgas mikrora",SarkandaugavaAllažu 5,2,56,3/3,Jaun.,550  €/mēn.
"Jaunā majā, Purvciemā, aprīkots 1 ist. dz. , 1 stāvā. 
Apkures",PurvciemsVaidavas 15,1,40,1/7,Jaun.,300  €/mēn.
Pilnīgi jauns dzīvoklis (kur neviens vēl nav dzīvojis) jaunā pro,centrsElijas 26,2,50,4/5,Jaun.,800  €/mēn.
"Dzīvoklis privātmājā par saprātīgu cenu. 
+ Personīgā vannas is",DārzciemsKaibalas 28,1,20,1/2,Priv. m.,249  €/mēn.
"Īpašnieks, bez komisijas, izīrē izolētas slēdzamas istabas privā",centrsUriekstes 37,1,18,2/2,Priv. m.,101  €/mēn.
"Izīrēju uz ilgāku laiku izremontētu, daļēji mēbelētu, gaišu dzīv",IļģuciemsVaidelotes 15,2,42,1/5,Hrušč.,350  €/mēn.
Īpašnieks uz ilgu laiku izīrē saulainu 2-istabu dzīvokli ar paze,PurvciemsStirnu 1,2,50,4/9,Jaun.,550  €/mēn.
Četru istabu dzīvoklis ar ozolu zaros ieskautu plašu Terasi.,ĀgenskalnsGregora 2,4,122,7/7,Jaun.,"1,275  €/mēn."
"Klasisks četristabu dzīvoklis Klusajā centrā. 

Virtuve apvien",centrsPulkv. Brieža 7,4,103,4/6,Renov.,"1,000  €/mēn."
Tiek izīrēts tikko izremontēts moderns un jauks 1 guļamistabas d,centrsČaka 41,2,27,1/2,P. kara,33  €/dienā
Izīrēju skaistu dzīvokli jaunā projekta ēkā. Visa sadzīves tehni,centrsKlusā 18,1,25,9/9,Renov.,25  €/dienā
"Lielisks dzīvoklis ar labu remontu, kā arī ar jaunām mēbelēm un",ŠķirotavaMalēju 4a,1,37,4/4,Hrušč.,240  €/mēn.
"Piedāvājam īrēt ekskluzīvus 2 istabu apartamentus Rīgas centrā,",centrsPērnavas 41,2,49,4/6,Renov.,828  €/mēn.
Pieejams uzreiz: moderns studijas tipa dzīvoklis renovētā ēkā.,Maskavas priekšpilsētaMaskavas 146A,1,21,3/4,Specpr.,320  €/mēn.
Ilgtermiņa īrei tiek piedāvāts kvalitatīvi izremontēts 2 istabu,ĀgenskalnsBāriņu 2,2,52,1/3,Hrušč.,420  €/mēn.
Tiek izīrēts omulīgs dzīvoklis tuvu Avotu un Bruņinieku ielas kr,centrsBruņinieku 87,2,45,4/5,P. kara,380  €/mēn.
"Izīrē dzīvokli Āgenskalnā. 

Dzīvoklis sastāv no koridora, 2 i",ĀgenskalnsLiepājas 36,2,67,3/3,Staļina,500  €/mēn.
"Ļoti ekonomisks dzīvoklis uz īri Teikā. 

Dzīvoklis sastāv no",TeikaPalmu 18,1,26,3/5,Hrušč.,280  €/mēn.
"Tiek izīrēts 2 istabu dzīvoklis projekta ""Elizabetes Rezidence"".",centrsElizabetes 18,2,61,2/6,Renov.,"1,474  €/mēn."
Tiek izīrēts saulains un elegants 3-istabu dzīvoklis ar pazemes,VecrīgaKungu 25,3,91,5/7,Jaun.,"1,200  €/mēn."
Rīgas centrā tiek izīrēts vienas istabas dzīvoklis Blaumaņa ielā,centrsBlaumaņa 25,1,24,5/5,P. kara,350  €/mēn.
Tiek izīrēts 2 istabu dzīvoklis projekta Vilhelma Nami. Dzīvoklī,VecrīgaMiesnieku 15,2,70,3/5,Renov.,"2,000  €/mēn."
"Wi-fi, все удобства внутри. Аккуратным людям - 1 комнатная спаль",ĶengaragsPrūšu 17A,1,14,4/4,M. ģim.,20  €/dienā
"Izīrē dzīvokli renovētā mājā, dzīvokli pēc kapitāla remonta, ieb",ĶengaragsMaskavas 261,2,26,5/5,Renov.,340  €/mēn.
Tiek piedāvāts 1- ist. dzīvoklis laba stavoklī ar centr. apkuri.,centrsMūrnieku 9,1,26,2/3,Renov.,280  €/mēn.
Attīstītājs izīrē divistabu dzīvokli ar balkonu Jaunajā īres pro,centrsCēsu 9,2,50,5/7,Jaun.,750  €/mēn.
"Īpašnieks izīrē jaunu, tikko kā pēc kosmētiskā remonta, pilnībā",PļavniekiJasmuižas 18,3,86,2/10,Jaun.,650  €/mēn.
Īpašnieks izīrē lielu 3 istabu dzīvokli ar 78m2 terasi Jaunajā p,centrsMatīsa 69,3,189,7/7,Jaun.,"1,500  €/mēn."
Šis skaistais 68 kvadrātmetru 2 istabu dzīvoklis ar diviem balko,centrsCēsu 9,2,68,2/7,Jaun.,900  €/mēn.
"Tiek izīrēts 1-istabu dzīvoklis Imantā, Kurzemes prospektā 120 -",ImantaKurzemes pr. 120,1,36,5/9,602.,320  €/mēn.
"Сдается на длительный срок теплая, солнечная, не угловая двухком",ZiepniekkalnsBauskas 65,2,55,4/3,LT proj.,250  €/mēn.
"Tiek izīrēts gaišs, saulains mūsdienīgs dzīvoklis pašā Vecrīgas",VecrīgaGrēcinieku 11A,2,160,4/5,Jaun.,"1,500  €/mēn."
Сдается на короткий срок не менее трех дней хорошая двухкомнатна,ImantaDammes 11,2,48,3/9,602.,35  €/dienā
Izīrē vienistabas dzīvokli ar visu nepieciešamo dzīvošnai (gulta,centrsTallinas 70,1,28,3/5,P. kara,25  €/dienā
Īrei tiek piedāvāts mūsdienīgs un mājīgs dzīvoklis Rīgas aktīvaj,centrsMēness 23,3,68,3/5,P. kara,700  €/mēn.
"Сдается теплая и солнечная квартира после капитального ремонта,",ĶengaragsSalaspils 18 k 4,1,31,3/5,LT proj.,285  €/mēn.
"Tiek izīrēts skaists, gaišs 4 istabu (3 guļamistabas) dzīvoklis",ĀgenskalnsRaņķa d. 34,4,109,12/23,Jaun.,"1,650  €/mēn."
"3-istabu dzīvoklis Āgenskalnā. 

Esi pirmo īrnieku vidū, snied",ĀgenskalnsSmiļģa 25,3,64,3/3,Jaun.,970  €/mēn.
"Tiek izīrēts 2.istabu dzīvoklis 48m2 Imantā, jaunajā projektā An",ImantaAnniņmuižas 19,2,40,2/3,Jaun.,700  €/mēn.
Īpašnieks izīrē 1 istabas dzīvokli mazģimenes sērijas mājā ar vi,ĀgenskalnsKristapa 10,1,13,2/4,Hrušč.,29  €/dienā
Ilgtermiņa īrei īpašnieks izīrē mājīgu un svaigi renovētu 2-ista,centrsAvotu 46A,2,42,3/4,Renov.,540  €/mēn.
"Посуточно сдаётся уютная светлая, мебeлированая квартира-студия",PļavniekiIlūkstes 4,1,40,3/5,103.,35  €/dienā
"Mēs esam bērnu un dzīvnieku draudzīgi. 
Īres līgums tiek reģist",centrsTērbatas 72,1,37,5/7,Jaun.,500  €/mēn.
"Mēs esam bērnu un dzīvnieku draudzīgi. 
Īres līgums tiek reģist",centrsTērbatas 72,2,57,6/7,Jaun.,700  €/mēn.
"Tiek izīrēta svaigi remontēta dzīvesvieta (studio tipa), kas atr",centrsKlusā 18,1,18,4/9,Renov.,240  €/mēn.
Tiek izīrēts 2- istabas dzīvoklis ar malkas apkuri. Dzīvoklī ir,centrsBruņinieku 115B,2,45,3/5,Renov.,220  €/mēn.
Īrē mājīgu dzīvokli ar skaistu plānojumu jaunā dzīvojamā komplek,ImantaAnniņmuižas 38,2,50,5/18,Jaun.,50  €/dienā
"The owner of the house, will rent an exclusive furnished apartme",centrsDzirnavu 134,4,115,3/3,Specpr.,790  €/mēn.
Izīrē 2-istabu dzīvokli kompleksā Panorama Plaza. Dzīvoklis ir m,Šampēteris-PleskodāleLielirbes 13,2,68,3/30,Jaun.,600  €/mēn.
"Ilgtermiņā tiek izīrēts komfortabls, tīrs, 2-istabu dzīvokļis Zi",ZiepniekkalnsTadaiķu 1,2,49,3/5,LT proj.,350  €/mēn.
"Īpašnieks izīrē vienistabas dzīvokli Sarkandaugavā. Remontēts, b",SarkandaugavaHāpsalas 21,1,25,2/3,P. kara,190  €/mēn.
"Daļēji mēbelēts dzīvoklis ar jaunu sadzīves tehniku. 
Zemi komu",SarkandaugavaSarkandaugavas 26,2,40,3/5,Staļina,300  €/mēn.
Īstermiņa īrei tiek piedāvāts trīs istabu dzīvoklis. Nepieciešam,ImantaKurzemes pr. 148,3,60,1/9,602.,500  €/mēn.
"Izīrē dzīvokli pašā Rīgas centrā. 
Blakus auto stāvvieta, apakš",centrsBrīvības 78,4,100,4/6,Specpr.,800  €/mēn.
"Владелец сдаёт комфортную и просторную 90 м2, двухкомнатную квар",centrsRepublikas laukums 3,2,90,5/7,Jaun.,950  €/mēn.
Tiek piedavāts 1-ist. dzīvoklis ar centrālo apkuri un visām ērtī,SarkandaugavaViestura pr. 120,1,30,1/3,Renov.,220  €/mēn.
Tiek piedavāts 1-ist. dzīvoklis ar centrālo apkuri un visām ērtī,MangaļiEzera 18,1,30,1/3,Renov.,220  €/mēn.
"Izīrēju svaigi izremontētu, pilnībā mēbelētu, ērtu dzīvokli ar s",ZiepniekkalnsKartupeļu 47,1,42,3/8,Specpr.,350  €/mēn.
"Tiek izīrēts neliels mebelēts 1.istabas dzīvoklis centrā, renovē",centrsVagonu 22,1,28,2/5,Renov.,410  €/mēn.
Ilgtermiņā tiek izīrēts 1 ist. dzīvoklis. Slēgts pagalms un kāpņ,centrsRepublikas laukums 3,1,33,2/9,Jaun.,450  €/mēn.
